title,text,rating,parent_asin,sentiment,cluster
Five Stars,NICE LOOKING AND STRONG,5,B013CCTM2E,positive,3
Great for the price,"Great for gaming. Love the color, and doesn't feel cheap. It can also be taken apart for cleaning.",5,B08LYQT6C6,positive,0
Good binoculars,"We did not notice any use/help in low light conditions. But the binocular part works well, and they are small enoguh to pack away in a bag or luggage for travel.",5,B08QWBWPK9,positive,1
WFH Upgrade,"The mice my department used to buy had a terrible battery life and freaked when squeezed, so I decided to treat myself. This is much larger than the cheapo options and has some weight to it. I can't speak to the battery life yet, but it can't be worse than what I had.",5,B08DJSJMCD,positive,0
SO SO,doesn't put out much air . ended up sitting the PS3 on it . Good for the price though .,3,B003B4BDXU,neutral,0
None,No yood,1,B07415M2XR,negative,3
Powerstrip,Nice product - gonna order again when it goes on sale,5,B0BBR71NCL,positive,3
Crystal Clear,Loved the price. Will buy these again when needed. Also will pass on my purchase to friends. Easy to apply.,4,B009XJX952,positive,3
Worked great for AMD Ryzen 5 3600 + GeForce GT 1030,"Lots of wires/connectors. Black netting to hold wires together. Very quiet. I've used Thermaltake before and found the brand to be very reliable. I'm definitely getting enough power for AMD Ryzen 5 3600, GeForce GT 1030, and two SATA drives. Has the 8 pin 12V motherboard connector (in addition to the main 24 pin connector).",5,B092RVYFG2,positive,4
A lot of power in a small space.,Used as auxiliary power source for my portable PC,5,B0BKKZLLYF,positive,4
Adorable! Perfect piece to elevate your party.,Pleasantly surprised. Better color and quality better than I expected. Makes a really Big impact for a nominal price.,5,B08ZCPNPMZ,positive,3
I keep these,"I gone through so many of ear buds... keep coming back to these. They are comfortable and stay in. A combination that is apparently NOT such an easy thing to do. My ears are not large, but not super small. I just find that these are the most comfortable. As they warm with your body heat, they make the perfect fit. They maybe aren't rocket science, super dooper cool ear buds, but if you want ear buds that are comfortable and work longer than 2 months, these are it! I'd give them 5 stars if they had a retractable case or similar.",4,B000Y190AG,positive,2
Multi-use camera,"First-The camera as delivered the function buttons did not work. Manufacturer replaced quickly. If you have an issue they want a video. If you send that with initial inquiry will save a couple days. I installed the camera using magnets (Super Power Neodymium Cup Magnets with 95 LBS Pull Capacity Each, 1.26 inch - Pack of 10 from Amazon) in order to avoid drilling the van body. But also so I can use the camera for backup and blind spot views. The van came with a backup camera down low. I use the high back up position for this camera so I can see over our boat. This will assist in backing up the boat around obstructions. Also I'll be able to see those folks who pull behind the boat and don't take the hint when the trailer backup lights come on. Hopefully it will assist with lane changes in traffic for the same reason. The van has a significant blind spot on the passenger side due to the door pillar. Putting the camera on the rear side of the van gives me a good view in that direction. This pictured mounting assembly is the prototype. I will update with the final assembly of the camera and the install of monitor as well. Update: 3.10.21 added a pic of the view of our boat behind our van. It will help greatly with some of the challenging boat ramps we encounter. Curves and obstructions can be challenging with just mirrors. The sideview has helped several times in crowded parking lots. Nothing like speed demons who think they can sneak by a van backing out.",5,B08H1WZSK9,positive,1
Great clear sound. Wish had more bass,Great clear sound. The stand alone subwoofer had more bass than this tho.,5,B0BMK6DC5W,positive,2
Died after 6 months of use,I like these cords. It is hard to find a cord that actually charges when you are using the iPad at the same time. The shorter two do. The longer one I use to plug into a USB diffuser and then run it to an outlet. I am very happy with these UPDATE 07/23/16 All 3 are now dead. I have to order different ones. Sigh. The search for a good cord that actually works.....continues.,2,B015NRKCG6,negative,4
Fantastic Camera for a Very Reasonable Price,"I have always liked the video footage taken by bikers as they barrel down a mountain trail or through a wooded area on their bikes (or the crazy base jumpers wanting to capture the drop). It gives a really good sense of what the rider was seeing when riding and you catch every bump in the road, every acceleration and deceleration. I have never used on of these little cameras before now so I was very excited to have a chance to evaluate one of these cameras. So far I am very happy with it and it works well, though I have learned that those with big hands and fingers will struggle a little bit with it. This is not just a camera, it is a complete kit with the camera, a waterproof housing, cables, mounting brackets, double-sided adhesive pads - everything you need to use this little camera in just about any outdoor activity you might want to capture. I will write mostly about the camera but will touch on a couple of the accessories as well. Except for cameras designed to be hidden and concealed this is the smallest and lightest camera I have ever seen or used. This is of course required for a device like this that is intended to be used on the go. It very easily can be slipped in a pocket or a bag or purse. It comes packaged in the hard plastic frame that is the waterproof case but even this case is small enough to fit in a purse or smaller bag. I will say this - read the included manual! The manual is not perfect but it is better than what comes with most electronics and it gives a very good rundown on how to use this little camera. I had no clue at all what to do with this camera until I looked through the manual. I suspected it was touch-screen and I was right. Even though the screen is touch screen and easy to navigate the interface is only semi-intuitive. It is also complicated by the fact that there is an anti-scratch cover on the screen for shipping and if you do not peel this off the screen is a lot less responsive. This is where I had the most trouble - trying to work around the plastic sheet over the screen when I didn’t really even notice it before. This camera has a lot of the same capabilities of a good phone camera. You can take still pictures, video and also play back that which you have recorded. The camera can snap stills up to 12MP resolution and the video recording can go all the way up to 1080P. These equate to very good image quality when used properly. There are a million little settings for these modes too, from white balance, ISO, anti-shake, motion detection and a lot more. Many of these will be familiar to anyone who uses their digital camera for anything more than just casual shots. In testing my images and videos came out ok. I am still learning how to balance all of the settings on my big camera so I am no expert, but what I was able to produce was acceptable, particularly the video. I did manage to get the date set correctly and displayed in the corner of the video, I got the lighting right and color straight. I spent too much time playing with the zoom and I learned I am very adept at shooting videos of my hands. This is a rechargeable device and a standard micro USB cable is provided for charging. I ran into one issue with the camera and it related to the fact that I have huge hands and the camera is so small. I found that the only way I personally can work the touch screen is to use a stylus. Using my fingers I am unable to pinpoint the spot on the screen I want to touch and I got very frustrated trying to get certain things done on the screen. If you have really big hands, consider using a stylus on the screen. There is no storage included in the package. The camera takes a microSD card so you will need one to save any pictures or recordings. The waterproof case is a perfect fit for this camera and it seals wonderfully. It snaps closed without effort and it keeps the water out. It is supposedly good for submersion up to 30m (according to the description). I have not had an opportunity to test this. There are a number of mounting solutions in the kit, including mounting screws for attaching to a selfie stick, bicycle frame/handlebars and helmets. In the case of the bike mount, it holds very tightly and a good series of bumps is not enough to rattle it loose. Having never had a sport camera like this I have no basis of comparison but so far I am happy with this little camera. It is very compact and lightweight and it does a great job of taking pictures and video (though it is obviously not a full replacement for a dedicated point-and-shoot or a dedicated video camera). It’s inexpensive too (a LOT less expensive than GoPro) so I think it’s a great option for someone wanting to capture their adventures. Disclaimer: I was provided a sample of this product in exchange for a fair, honest and thorough review. Even though I received this product at no cost I have rated and reviewed this product without bias, based solely on my experience with it.",5,B00YOS9F8M,positive,1
It works,"Cheap plastic I can't believe I paid $5 for a top-of-the-line Sony VCR and had to pay a small fortune the play the tapes in it. But it works, just like it's supposed to. Wish I would have hung onto the dozen or so that came free with all those VCRs I bought back in the day. Who knew Mom would pass away and leave a dozen mini tapes. At the end of the day I'm glad I was able to go through them all before I had them digitized. In this sellers defense, this was the cheapest one I could find anywhere.",3,B000LB0QIY,neutral,1
Nice speakers and lightweight,"I wanted a spare monitor for my computer at work. Nothing crazy, just a nice display. I got that and more with this. It has built in speakers which I wasn’t expecting. Really nice addition. It’s light but sturdy feeling. I don’t worry about traveling with this. Display is great - seems better than my mac book (included a comparison picture). It’s clear and detailed. I liked that a lot.",5,B0BNX9QVXZ,positive,0
Fit perfectly,"Lost to screw plug from the Apple keyboard, this is a perfect replacement.",5,B00L4NMI1G,positive,0
Decent for the price but BEWARE - POE/LAN port is only 10/100 mbps!,"I cannot for the life of me understand using a 10/100 mbps port on a device capable of 300mbps speeds. I have gigabit fiber - what am I supposed to do with a 100mbps device? It's fine for extending your network outside of your home for phones/simple wifi devices, but if you're looking to set up a point-to-point or point-to-multipoint network this is *not* the device for you. Go get something from Ubiquiti that actually has a gigabit port. Typical TP-Link, I guess.",3,B09RGS5Z7K,neutral,1
Great phone,My son told me to buy a Samsung 3 and he was absolutely correct I love this phone thank you Samsung,5,B00D9AVYBM,positive,1
Cool invention!,"These are super handy. They hold my headphones perfectly without fear of falling down. HOWEVER, I advise using a 3M wall strip and not the sticky pad it ships with. That way, if you change your mind where you want it placed you can easily move it without ripping the paint and drywall off. Ask me how I know...",5,B08H7DKY97,positive,2
Excellent for the asking price!,"OnePlus already has standard buds which are more expensive than these. I've tried those and was fairly impressed with them for the price compared to other leading brands (*cough* airpods). I'll be honest, I wasn't sure what to expect here with these ""Nord"" brand ones. Nord is supposed to be OnePlus' value brand, and the price reflects that. I've tried out headphones that cost more than this which I didn't care for, so I was a little anxious. However, I have to admit I'm fairly impressed. They sound better to me than other wireless earbuds at this price range. While they aren't as well made as the standard Oneplus buds, they aren't bad at all, especially for the money. Much like the Nord phones themselves, Oneplus seems to know how to make a value product that punches way above its price tag. I know the brand has taken a hit lately with their Android 12 offerings (still holding out for OOS13 to fix this colorOS mess they are in), but I can say with confidence that their earbuds are pretty great and worth considering whether or not you are a fan of the brand.",5,B0BHSHWQVR,positive,2
2 year no question ask replacement on Kids kindle,I love the 2 year replacement with no questions asked but Amazon needs to add in that you can only do it twice in that 2 year period. If you have a child that is tough on things it would not take long to use up that two time limit.,5,B07F4MYW5B,positive,1
Mixed Feelings,"I'm usually a fan of Netgear products. I'm always happy to get free loot from the brand. Unfortunately, I have very mixed feelings about this switch. I think the worst thing is that you are basically pushed into installing an app that requires a paid subscription. That should be made crystal clear in the messaging before you even waste your time and effort with the app. I don't understand why the subscription is necessary in the first place considering that this device isn't at the level that it requires one. My other gripe is the size of the power supply. I think it's too large in comparison to the size of the switch itself. I think the switch itself is fine, but the overall package needs improvement. This is a rare miss for the brand. Thanks so much for taking the time to read this review. I hope the information that I've provided helps make your decision a little easier.",3,B0BMJ4RFGT,neutral,1
"Meets specs, lots of space, good value","This is a nice fast drive, as you can see from my BlackMagic test (photo attached to this review). For this test, the drive was connected via a USB3-to-Thunderbolt 3 dock to a late 2018 MacBook Pro. Seems to meet/exceed the speed claims of the seller. I'm happy.",5,B084DQY6TK,positive,1
"Not using it in my expensive laptop! Cheap, crimped, ill fitting USB-C connector.","This review is for the 7-in-1 Type C Adapter with 4K USB C to HDMI,USB C Charging Port,1 USB 3.0 Port,2 USB 2.0 Ports. I have never had an issue inserting a USB-C cable into my MacBook Pro computer before. I had to force it a bit. Not a good fit and when I compared it to my other USB-C plugs and when I compared it with well made plugs the problem is obvious. The other plugs are slimmer and smaller with clean edges. No crimping or scalloping on the inside. I included pics of this alongside another USB-C connector for comparison. My other plug has the same standardized fit and smooth finish to match OEM quality. This one is oversized with crimping on the inside edges. Quite a big difference. While I had it plugged in, which I regret, I inserted my original OEM Apple USB-C charging cable in the single USB-C slot to see if it would fit or charge. It was an awkward fit and it did not charge. I then plugged this hub into another cheap hub as a piggyback and it fit okay, however, I will not plug this directly into my laptop again due to the poor fit.",2,B07PWW2D88,negative,4
Awesome!,"Bought it on sale and - I am very happy! Turns my coffee on in the morning without getting out of bed! So, I have a hot cup waiting for me to start my day. Plays my music playlist by just saying example Alexa play my modern rock playlist.",5,B01KIOU4EO,positive,3
Doesn't work,I've had nothing but problems. Even called tech support. Hard to stay connected. Finally disconnected it.,2,B0BHMVBV9M,negative,1
price,product was as discribed and arrived on time.,5,B09LHFWYHF,positive,3
Great Security System Without The Need For A Monthly Contract,Even though it would be nice if the night vision resolution were a bit clearer you can tell what sets off the camera. Daytime resolution and motion detection are perfect. Love that you can adjust the motion sensitivity on windy days if you choose so the camera doesn’t react to every moving branch. Very efficient camera security system.,5,B07N86MCD2,positive,1
Great value & excellent quality,Excellent replacement! Arrived earlier than expected. Packaged very well. I recommend this bulb and the seller. We have enjoyed outdoor movies with this working flawlessly.,5,B09WJ15Q98,positive,3
mazda,does as needed,4,B00JMUKIHO,positive,3
One Star,The middle connection felt like it would break and the design didn't offer a way to adjust angles.,1,B008DQ2BDW,negative,3
Miss the original,Cord seems to come unplugged CONSTANTLY! Ugh.,2,B00IZPSLBW,negative,4
Most excellent!,Works well for our use!,5,B0749WP3M3,positive,3
Lots of storage options,"This will be used as a camera case for two cameras, lens including a 200-600mm Sony, tripod, water bottle, and misc. items. Not a lab top computer for now, but there is room as well.",5,B07HCJ45G7,positive,0
Some don't work/ connect correctly.,Connected but couldnt get good connection and on other devices charge strength was variable. Tried several chargers.,3,B09MMKF44M,neutral,4
"Just buy it, won't be sorry.","$20-$25. Not a huge amount of money especially for a camera that has night vision, motion sensing, and sound detection. Even a better value when you add the Sense kit. Easy to set up, geeky attractive styling, work well with their app or others. Choose between SD or HD picture quality, add an micro sd card for local recording. Set up home security, take with you to a hotel or wherever by using a rechargable USB battery pack. Comes with an adhesive magnetic plate so mounting isn't difficult. Will add that our camera wouldn't work with any SD card. About a week ago I got an email explaining that there had been an issue with manufacturing some cameras and a link to see if ours was affected. It was and Wyze replaced the camera and told us to keep the other. I appreciate they caught their own mistake and proactively fixed it, and took care of customers.",5,B07R3H3N97,positive,1
Died during second use...waste of money.,This was great when it worked. I used it for one class then used it a second time and it died in the middle of a power point presentation in Nashville in front of 75 people. I changed batteries and it still didn’t work. Waste of money. Very disappointed.,2,B0057KL2AU,negative,1
Non secure guest account,The guest account is not secure. The only security for the guest account is that it sends a login screen to the guest device before allowing access. This was a big issue for me since I have many M2M devices such as thermostats that would not display the log on screen and therefore could not connect.,1,B09JKYBVJD,negative,1
"Budget gamer card, the best of its kind","I had a previous 1660 super for a month maybe but it was really loud and hot, had to switch it even though i really enjoyed the performance. With this MSI i can barely hear the fans about 10C cooler which is fantastic. I usually game in fullHD this card is perfectly fine for that: Red Dead 2 online on ultra without any problems.",5,B07ZK69HDK,positive,1
Happy with purchase,"Ordered this for a college student, and they were very happy with this wireless Bluetooth mouse.",5,B0957PJW3X,positive,0
works with USB 3 & USB 2 ports,"Transfer 3GB in 1 minute with a USB 3 port, or 4 minutes with a USB 2 port. Having all my pictures on one tiny portable device as a backup is super convenient, portable and enabling. 256-bit AES encryption - which I don't use for my pictures (what I am storing on the disk), but find very attractive if I also want to store financial info off my computer. I wouldn't trust storing any information on one device alone - can you imagine losing ALL your pictures when the device doesn't work? color codes: 16GB in teal 32GB in green 64GB in purple 128GB in black",4,B00SSUWGQK,positive,1
worked,they worked,4,B00XIXCDLA,positive,3
Comfortable,My friend drives her e-scooter from jersey city to Manhattan and back for work. I got this for her to help her stay safe. It’s very comfortable and fits well. I liked the safety features that it provides such as the reflector in the back. Comes with a lot of accessories and even a camera ! It also has the smart options like Bluetooth which are very important.,5,B0B9GZY3D5,positive,3
Headband is pretty large but it’s nice for a work out,To get these over your ears you do need to have the front pulled down pretty much over your eyebrows. Now a great plan of you are going to wear glasses (I missed that obvious issue) but I do enjoy them. They were comfortable to wear all day (I was cleaning house) and didn’t leave me with sore ears. Washing is a bit more complex but doable.,5,B0BRNTHSLP,positive,2
Great backpack,I use this backpack daily. Very sturdy and comfortable.,5,B086WQMSQD,positive,0
Good Basic Well Designed with an excellent case,"This is a great deal. I like that it includes the case because as far as I am concerned, none of them are worth anything if thy aren't well protected. I break the best of them. The case is especially nice. It is stiff enough to protect it from flexing and stays closed. It is also oversized so that when dropped, the case takes the impact. The tablet itself is well constructed. The keyboard is a very nice addition and works fine. The display is bright and so far, it streams just fine. I don't use it often and only for entertaining myself when away from home. It has the minimum of plugs with only 1 usb and a mini hdmi so if you use the keyboard, you are out of a usb plug. There is an expansion port for some kind of memory attachment but I'll wager I won't ever use it, lol. Overall, it is suits my minimal demands well. I am very satisfied.",5,B019WHZE70,positive,0
One Star,"Do not buy, over heats. Buy new model.",1,B0065EQ45U,negative,3
Great inexpensive earbuds!!,"These are seriously great for the price. They come with different sizes of ear pieces to accommodate different ears. I've only charged it once since I've received them, and I use them frequently. They have a great battery life. You can adjust the volume, and pause songs with buttons on the earpieces. You can also activate just one at a time. I have a Google pixel and they paired easily with my phone. I don't usually go for ear buds but I've been really happy with these! They're great to wear while doing stuff around the house and I especially love them while I do my hair! The price for these is also super affordable! I hope this review is helpful!:)",5,B08BYGG1ZV,positive,2
Five Stars,live action photography - love this card.,5,B073GR5PGV,positive,3
Phone gets engaged,It is portable and works fine. The only drawback is that it does not connect to phone wirelessly so can't use phone while using this.,4,B09JCKDY18,positive,0
Don't stay on! Great idea though.,"Got these, Great idea they fell off in a week!",5,B0B2JCSK1P,positive,3
Protective,Sturdy,4,B07Q12TXD8,positive,3
Not all hotels have several easy to access outlets to allow charging all of your ...,This has been so helpful to use when traveling. Not all hotels have several easy to access outlets to allow charging all of your devices at night. This is small enough to fit in my suitcase without taking up too much room and it allows me to use the one easily accessible outlet to charge anything I need while I travel.,5,B08SXQPZKF,positive,4
Love this,Finally one I don't have to worry about losing.,5,B09JWMNF4J,positive,3
"Keeps the cords from sliding behind stuff, velcro is easy to use, cut out holes are a smart idea","This is one of the better cable sleeves I've used. I like that it's really long - something like three feet which means it can actually gather up the whole cord from outlet to appliance. The cut out holes are pretty smart and let you adjust the sleeve and cables/plugs exactly where you need them without undoing the entire sleeve to pull different cords through. For example - I have my sleeve set up with the printer, a lamp and a shredder in the home office, but only two items can be plugged in at once. I swap the lamp and shredder as needed - the sleeve keeps all three cords raised off the floor and from sliding behind the desk when not plugged in. I received a sample sleeve from the seller for testing and review and I'm really glad I did - I think I'll buy one for the tv, dvr and streaming box now.",5,B00XWKA780,positive,4
Allowed me to add a 2009 TV to a 2008 laptop via HDMI,"This device connects to the VGA port and from there connects to a monitor or TV HDMI port, It WILL NOT work in the other direction, and it requires a source of 5V 1A power (any standard phone charger will work.) It comes with a USB charging cable and a 3.5mm cable for transmitting sound. Apparently it will not send sound interlaced with the HDMI signal through the HDMI cable (that you will need to supply.) For me this is not an issue because I am using it on a legacy laptop to send video only to a legacy TV, which I am using as extended video under Windows 7. Yes, it's using some ancient gear. But that is why I rated it five stars. Limitations: even if your TV or monitor is capable of higher resolutions this is not going to provide more than 720p from an old laptop or PC to an old monitor or TV. I know the specs say that this will go higher, but I could not get it there. Yet, going straight VGA from my T400 to my Sanyo TV it went into higher resolution as an extended screen. I am OK with the limitation because I am only using the TV as a second screen with MS Office, On an old Windows 7 system it's truly plug and play. I had it up and running without the scant instructions in mere minutes. For me it is a perfect solution.",5,B09DVHKL3C,positive,1
"Good price, functionality and features are as described","I had no problem using this device or downloading the related app. I did a few test copies to and from the device and my laptop and had no issues with it or the adapter. The accompanying device directions could be clearer. The only other issue I have is I can't plug the device into my iPod Touch with the case I have - it's too thick for the connector to plug in. This means I have to remove the case in order to use the drive. I'm thinking about cutting out the bottom of the case to resolve this. EDIT: The drive doesn't function properly. I copied 400mb of mp3 music to it. None of the songs would play using the drive's internal player or a 3rd party player. Included in the music were 2 folders with additional mp3 files. The folders copied over, then after the transfer was complete, there was nothing in the folders. The password protection is also incredibly easy to crack because it's not tied to the device, but to the app. Just delete the app, then reinstall it and you have access to everything on the drive. You get what you pay for. Buyer beware.",2,B09FHGH3Q4,negative,1
"Wobbly stand, distorted screen cover, and difficult to install","[[VIDEOID:3d500923c5dfe390b9d3648dffb22719]] This took a while to get apart without breaking anything. Despite the instructions (see photo) suggesting that disassembly start with the long side, I found that the short sides were the only ones that would separate first, then followed by the long sides. But I did eventually get it apart. FWIW - i would not call the front panel a screen protector as it appears to be just a thin piece of very pliable plastic. Unfortunately, the screen cover is very loose and does not lie flat, which results in a very garbled and distorted view (see photo and video). If you look at the attached photo, you will see reflections of a door and a step ladder, both of which are very curved and distorted due to bubbling. The stand requires a significant amount of force to get it to close, and I fear it will break eventually. Only time will tell for sure. The stand is extremely wobbly (see video) and the whole thing pivots a little too easily. In the video you can also see the distortion of the screen cover. If using to lie flat, the case does provide some grip to prevent slipping. The charging cable does fit into the opening which seems to be a challenge for some cases.",2,B084MNLQCT,negative,0
Love it,I wish it was wireless but regardless it is adorable and I love the way it lights up!! It is a tiny bit smaller than a normal mouse but I got used to it quickly.,5,B0095FMYX2,positive,1
Cheap and does it’s job,"I ordered mine today and received it 6 hours later. I bought it because I suspect the person that lives in the house upstairs is sneaking down into my basement apartment doing god knows what. I had a scare this morning. So I bought this as soon as I crawled out of bed at 5am after my cat got spooked and clawed up my face as he scattered off the bed to hide. He only ever gets that scared when another person appears. I was asleep so it took me a minute to deal with the pain and being shocked awake. Then I heard the person walking on the floor above me and away from the door that connects the two levels. Anyways, I’m starting to think something fishy is going on. I setup the camera pretty quickly to the app on my phone. I hid it in a box and covered the light with tape. The only thing I don’t like is that the app can be slow. Like trying to load the live video feed can take forever sometimes. I believe that’s the fault of the app, not the camera. And my Wifi is really good. But the motion detector certainly works because my cat keeps setting it off! I hope to catch this bastard when I’m gone from the house or if he’s sneaking down while I’m sleeping. Or maybe I have a ghost…I don’t know. But if he is sneaking down here…I’ll be able to use it as evidence. Now I just need to buy another one so I can point it to the rest of the apartment.",5,B0BWD4WGJB,positive,1
Great Shape,"This is a great shape for a power strip. The night light is useless, too dim and it turns on by accident a lot, but the rest is great. Lots of wall warts will attach because of the outlet spacing, and the USB ports are a great addition. This lets several people around a table all have outlets facing them!",5,B09TNBGX9L,positive,4
I have had this pair of headphones for over 2 ...,"I have had this pair of headphones for over 2 years now with very minimal problems. Sometimes it will stop working, especially if our Roku is on in the other room. Recently the material covering the styrofoam ear pads wore off and the microphone somehow snapped in half so I am ordering another pair.",5,B003VANOFY,positive,2
Usefull gadgets,"They fit my Fire tablet and phone cable perfectly. They click together and for fun, you can change characters that click in place over white protector. They are way tooo small to fit my lap top cable. I received a nice variety of fun charactors with 2 caption marvel. I don't mind because I intend to give them to my Grandsons for their cables. Other reviews mentioned they pop off. After attaching mine I felt the same so I immediately put a dab of Hot glue on them. Thank you Amazon.",4,B01M71T4E7,positive,4
Awesome case,"My daughter loves it. Its def durable and does its job, As she has dropped it a few times.",5,B089XZQ5Y8,positive,3
Fast Delivery and great replacement communication from Amazon.,"I like the Arlo, but it still need critiquing a bit. I've sent back 2 already for replacements. But overall its more like a 3 1/2 stars.",3,B00P7EVST6,neutral,3
I love it best tripod for DSLR ive bought,I love it best tripod for DSLR ive bought yet,5,B07VZZFWRM,positive,3
Good filter.,Good quality filter.,5,B08484Q1JB,positive,3
Five Stars,I no longer have to use subtitles while watching videos on my Kindle Fire while flying. Worth every cent.,5,B075DFPCFM,positive,1
Work Great,I work from home and use these for conference calls. So far they have worked very well. Great value for the price.,5,B0BS1615YC,positive,2
Equalizer settings are not adjustable,"I mistakenly thought I could manually adjust the equalizer settings, but they're built in and are nonadjustable.",1,B082YV3DQ5,negative,1
Great product audiophile,Works perfect cleans the dust off the stylus,5,B09X9V54SK,positive,0
This is so cool!,[[VIDEOID:b8458a54b93b18229bda44d2c16eb6ce]] Really cool ring light! Assembly isn’t hard at all. Takes five minutes. The phone mounts seem sturdy and are great for phones of a variety of sizes (my iPhone 12 Pro fit fine). It’s easy to swap and change colors. I like the remote as well as the attached controller. It has many colors to pick from and a variety of patterns. The sunset lamp is nice too for cool picture effects,5,B09QGRRY7G,positive,1
Great fir outdoors!,They were a gift for my adult son and he loved them for when he runs and bikes! He highly recommends them for sports!,5,B08V47HYBW,positive,3
Love the wrap around,I love wrap around ear headphones. Small ear buds are fine but i personally feel more comfortable with the wrap around. Of course my wife grabbed these when they came! She likes them too. They fit well in her ear. Overall I think they’re nice,5,B0824MW646,positive,2
Great for nest doorbell,Worked great for nest doorbell,5,B00W21M4BS,positive,3
Small easy to use,Stick on we’ll and are easy to put on,5,B07ZH816FH,positive,3
Love,My house could not run without,5,B01BH83OOM,positive,1
"Nice case,but photo color is off","This is our second purchase of this case, My daughter bought the blue case for her external hard drive back up. The blue shade in the photo is very accurate. I would assume that the black would also be fine. My monitor is very carefully callibrated, as I do some graphics work. I haven't had anything so different on the color in the photo as this one is in a long time. Go by the words in this case! They show a pink case, but the text says magenta. The text is closer to real color. The case I received is a deep purple/pink color. Since it will be in a drawer protecting my external drive, it isn't a big problem. However, if you are someone who wants to color-coordinate all your electronics, just be aware that it isn't actually pink. That being said, the case is nice enough. It zips shut, which is great. Note that the edges of the case are harder, and would protect against being smashed. However, if you plan to toss this into a crowded backpack or briefcase, know that the middle part of this case is NOT hard and can easily be pushed in. All in all, this is a nice case and will store your hard drive well.",5,B002GKBA5G,positive,0
Good quality.,Great quality. I owned the more expensive brand for another device and this one is comparable.,5,B08221S1W9,positive,0
Works great,I have used this a lot and it still looks brand new. Very happy with purchase.,5,B003NR57BY,positive,3
Like dual monitors,[[VIDEOID:28255c68046b1810faf8c9ff344b4bc9]] I am planning to get a new laptop and want a docking station for it. I want to be able to support dual monitors as well as charge devices and have USBs The hdmi inputs are nice. This is light and feels easy to transport or travel with. I think it’s good overall to help organize your desk and keep cords in place,5,B0C39S6Y3L,positive,0
great case,This ipad case is very nice and I love the colors. It fits onto my children's iPad very nicely it was easy to put on there tablets I had no problems what so ever. It is also very very easy to keep this case clean. Defiantly worth a five stars to me especially when my kids can use it without it breaking,5,B00WU4N9ZC,positive,0
Very nice,This works great and looks really nice. I use it for video calls on phone or iPad and also in the kitchen to hold the iPad for recipes,5,B07QN33986,positive,0
Garbage,"Out of the three one didn’t work straight out of the package. And each other cord lasted one month. Do not buy these cords unless you want to waste your money. I am so disappointed and sick of cords dying so fast. As a few other people pointed out even though the photo shows a USB port and the normal Apple lightning cord and, it does not have a USB port. It has this super slim tiny oval opening in the charging box. A complete waste of money and the seller really needs to get their stuff together and provide proper description of their item. Don’t show me that it has a USB output when it does not.",1,B0BXH6RB3P,negative,4
Works Great,"I think we might have given our second remote away when I got rid of some things at the Goodwill. So we have been making do with just one remote. Last week we couldn't even find that (it was under the tv cabinet, covered in cat hairballs). So it was clear that we needed a backup but these things are so changeable, they don't have universal remotes anymore (at least I don't think they do) and I was concerned that we would be getting the wrong one. But this remote works fine. It is perfect and the set up was nothing. It take batteries that we already had and if it didn't have a VUDU button I wouldn't be able to tell the difference between it ad our new remote.",5,B08924KXL2,positive,1
Sabrent 4-Port USB 3.0 Hub,"I like it~ But seems I have to use each port in turn from the cord~ Buy, at least, it works~",5,B0B2TJTHKK,positive,4
"This is docking station for the RGB crowd, but what niche does it fill?","The WD_Black 1TB D50 Game Dock has quality written all over it. Metal construction for heat dissipation, thunderbolt support, nice RGB lighting, and a fast NVMe drive. It is quite obviously geared toward the PC Gaming crowd, but which segment? The build of this product screams high-quality gaming accessory. Its outer design is reminiscent of a cargo container and its collection of ports are impressive. Each USB port is well labeled with its speed (4x 10Gb/s Type-A and 2x 10Gb/s Type-C), two thunderbolt ports, one of which outputs 87 watts of power, one displayport, one network port (gigabit), and one 3.5mm headphone jack. Add to this, the 1TB high-performance NVMe drive. All in one sleek-looking, compact container (pun intended). It is obvious that this dock is geared toward the Gaming Laptop crowd, whether its for gaming or for video/graphics production work, but I find that it really doesn't make sense for me. In my tests, this product does not work without the power adapter (it really should be able to power itself through the thunderbolt port). This means an additional outlet that's drawing power at all times. This would make sense if gaming laptops can actually be powered and charged from the 87w thunderbolt port but I have not seen a gaming pc with discreet graphics that actually accepts anything in that range. So what other advantage would this product provide? External storage through a fast Thunderbolt connection. At $450, this product provides 1TB of additional storage. Which 2TB NVMe drives available for much less, I would opt to upgrade my internal storage to 2TB instead. Then that leave the docking station. The ports are all of the high quality and your monitor, network, keyboard, mouse, headset, and speakers can be connected via a single thunderbolt connection. This is convenient, but I don't think this justifies the price as there are many docks out there that work just as well, albeit through a USB 3.1 connection instead. WD has really done well to package a lot into this dock but is charging a premium for it. Personally, I think that there are just better ways of achieving equal or better results when it comes to upgrading a gaming laptop. **update** Coming back to think about it some more, I realized exactly what niche WD was going for: Macbooks. Some Macbooks have only two thunderbolt ports and all of them are not easily upgradeable so this product does indeed provide a value to those consumers. But then does it make sense to spend an additional 35% of the price of the laptop (Macbook Pro 13"" is $1299) to address problems that Apple introduced into their laptops? I guess if you're already in their ecosystem, it's par for the course. That's not to say Apple is the only one. Microsoft has made their products impossible to upgrade as well, but none of these are actually gaming laptops.",3,B09GTRM3HR,neutral,0
tv converter box,I found this to be a very good product. The picture is very clear and the setup instructuions is quite easy to understand. Well reccomended!,5,B000YC8NYY,positive,3
